phenomenonTime,Q_m³/s
2021-05-26T00:00:00Z,0.7286875
2021-05-27T00:00:00Z,0.9149375
2021-05-28T00:00:00Z,0.9122708333333334
2021-05-29T00:00:00Z,0.885
2021-05-30T00:00:00Z,0.885
2021-05-31T00:00:00Z,0.8285729166666667
2021-06-01T00:00:00Z,0.741
2021-06-02T00:00:00Z,0.7158541666666667
2021-06-03T00:00:00Z,0.6328125
2021-06-04T00:00:00Z,0.5776666666666667
2021-06-05T00:00:00Z,0.5464375
2021-06-06T00:00:00Z,0.6051145833333333
2021-06-07T00:00:00Z,0.5274375
2021-06-08T00:00:00Z,0.5480208333333333
2021-06-09T00:00:00Z,0.47720833333333335
2021-06-10T00:00:00Z,0.9983541666666667
2021-06-11T00:00:00Z,0.8826041666666666
2021-06-12T00:00:00Z,0.76096875
2021-06-13T00:00:00Z,0.6873020833333333
2021-06-14T00:00:00Z,0.6
2021-06-15T00:00:00Z,0.5762708333333333
2021-06-16T00:00:00Z,0.5037708333333333
2021-06-17T00:00:00Z,0.45975
2021-06-18T00:00:00Z,0.3979375
2021-06-19T00:00:00Z,0.365
2021-06-20T00:00:00Z,0.36611458333333335
2021-06-21T00:00:00Z,0.6527083333333333
2021-06-22T00:00:00Z,0.3809375
2021-06-23T00:00:00Z,0.365
2021-06-24T00:00:00Z,0.365
2021-06-25T00:00:00Z,0.43352083333333336
2021-06-26T00:00:00Z,0.47163541666666664
2021-06-27T00:00:00Z,0.38465625
2021-06-28T00:00:00Z,0.365
2021-06-29T00:00:00Z,0.37583333333333335
2021-06-30T00:00:00Z,0.365
2021-07-01T00:00:00Z,0.3209375
2021-07-02T00:00:00Z,0.4550208333333333
2021-07-03T00:00:00Z,0.31627083333333333
2021-07-04T00:00:00Z,0.29229166666666667
2021-07-05T00:00:00Z,0.30120833333333336
2021-07-06T00:00:00Z,0.29511458333333335
2021-07-07T00:00:00Z,0.37672916666666667
2021-07-08T00:00:00Z,0.32375
2021-07-09T00:00:00Z,1.1584375
2021-07-10T00:00:00Z,0.8028020833333334
2021-07-11T00:00:00Z,0.7502916666666667
2021-07-12T00:00:00Z,0.67996875
2021-07-13T00:00:00Z,0.6271458333333333
2021-07-14T00:00:00Z,0.61534375
2021-07-15T00:00:00Z,0.7370208333333333
2021-07-16T00:00:00Z,0.6191875
2021-07-17T00:00:00Z,0.5140104166666667
2021-07-18T00:00:00Z,0.45275
2021-07-19T00:00:00Z,0.39740625
2021-07-20T00:00:00Z,0.36871875
2021-07-21T00:00:00Z,0.3490625
2021-07-22T00:00:00Z,0.30804166666666666
2021-07-23T00:00:00Z,0.279
2021-07-24T00:00:00Z,0.279
2021-07-25T00:00:00Z,0.279
2021-07-26T00:00:00Z,0.27858333333333335
2021-07-27T00:00:00Z,0.2562083333333333
2021-07-28T00:00:00Z,0.4258958333333333
2021-07-29T00:00:00Z,0.26528125
2021-07-30T00:00:00Z,0.221375
2021-07-31T00:00:00Z,0.203
2021-08-01T00:00:00Z,0.20928125
2021-08-02T00:00:00Z,0.23884375
2021-08-03T00:00:00Z,0.30945833333333334
2021-08-04T00:00:00Z,0.26816666666666666
2021-08-05T00:00:00Z,0.27345833333333336
2021-08-06T00:00:00Z,0.3031770833333333
2021-08-07T00:00:00Z,0.30953125
2021-08-08T00:00:00Z,0.3116145833333333
2021-08-09T00:00:00Z,0.2611145833333333
2021-08-10T00:00:00Z,0.239
2021-08-11T00:00:00Z,0.1969375
2021-08-12T00:00:00Z,0.17
2021-08-13T00:00:00Z,0.17
2021-08-14T00:00:00Z,0.1625
2021-08-15T00:00:00Z,0.155625
2021-08-16T00:00:00Z,0.15544791666666666
2021-08-17T00:00:00Z,0.18679166666666666
2021-08-18T00:00:00Z,0.20409375
2021-08-19T00:00:00Z,0.17034375
2021-08-20T00:00:00Z,0.17
2021-08-21T00:00:00Z,0.1603125
2021-08-22T00:00:00Z,0.21385416666666668
2021-08-23T00:00:00Z,0.2586979166666667
2021-08-24T00:00:00Z,0.222875
2021-08-25T00:00:00Z,0.18478125
2021-08-26T00:00:00Z,0.23364583333333333
2021-08-27T00:00:00Z,0.27178125
2021-08-28T00:00:00Z,0.26453125
2021-08-29T00:00:00Z,0.51471875
2021-08-30T00:00:00Z,0.7028333333333333
2021-08-31T00:00:00Z,0.5609166666666666
2021-09-01T00:00:00Z,0.5215625
2021-09-02T00:00:00Z,0.45216666666666666
2021-09-03T00:00:00Z,0.416
2021-09-04T00:00:00Z,0.39846875
2021-09-05T00:00:00Z,0.3453125
2021-09-06T00:00:00Z,0.32
2021-09-07T00:00:00Z,0.32
2021-09-08T00:00:00Z,0.2874479166666667
2021-09-09T00:00:00Z,0.239
2021-09-10T00:00:00Z,0.239
2021-09-11T00:00:00Z,0.239
2021-09-12T00:00:00Z,0.239
2021-09-13T00:00:00Z,0.238625
2021-09-14T00:00:00Z,0.223625
2021-09-15T00:00:00Z,0.256875
2021-09-16T00:00:00Z,0.4181666666666667
2021-09-17T00:00:00Z,0.2827604166666667
2021-09-18T00:00:00Z,0.239
2021-09-19T00:00:00Z,0.239
2021-09-20T00:00:00Z,0.238625
2021-09-21T00:00:00Z,0.203
2021-09-22T00:00:00Z,0.20265625
2021-09-23T00:00:00Z,0.20375
2021-09-24T00:00:00Z,0.203
2021-09-25T00:00:00Z,0.203
2021-09-26T00:00:00Z,0.20167708333333334
2021-09-27T00:00:00Z,0.5027395833333334
2021-09-28T00:00:00Z,0.2769270833333333
2021-09-29T00:00:00Z,0.26025
2021-09-30T00:00:00Z,0.24691666666666667
2021-10-01T00:00:00Z,0.239
2021-10-02T00:00:00Z,0.239
2021-10-03T00:00:00Z,0.239
2021-10-04T00:00:00Z,0.23828125
2021-10-05T00:00:00Z,0.3178125
2021-10-06T00:00:00Z,0.279
2021-10-07T00:00:00Z,0.25483333333333336
2021-10-08T00:00:00Z,0.239
2021-10-09T00:00:00Z,0.239
2021-10-10T00:00:00Z,0.239
2021-10-11T00:00:00Z,0.238625
2021-10-12T00:00:00Z,0.321375
2021-10-13T00:00:00Z,0.2700625
2021-10-14T00:00:00Z,0.26035416666666666
2021-10-15T00:00:00Z,0.239
2021-10-16T00:00:00Z,0.239
2021-10-17T00:00:00Z,0.239
2021-10-18T00:00:00Z,0.239
2021-10-19T00:00:00Z,0.24191666666666667
2021-10-20T00:00:00Z,0.2406875
2021-10-21T00:00:00Z,0.49214583333333334
2021-10-22T00:00:00Z,0.4830729166666667
2021-10-23T00:00:00Z,0.42183333333333334
2021-10-24T00:00:00Z,0.416
2021-10-25T00:00:00Z,0.39315625
2021-10-26T00:00:00Z,0.365
2021-10-27T00:00:00Z,0.32515625
2021-10-28T00:00:00Z,0.32
2021-10-29T00:00:00Z,0.321875
2021-10-30T00:00:00Z,0.32
2021-10-31T00:00:00Z,0.32
2021-11-01T00:00:00Z,0.33784375
2021-11-02T00:00:00Z,0.3289375
2021-11-03T00:00:00Z,0.34409375
2021-11-04T00:00:00Z,0.83909375
2021-11-05T00:00:00Z,0.96325
2021-11-06T00:00:00Z,0.958
2021-11-07T00:00:00Z,1.0610416666666667
2021-11-08T00:00:00Z,1.1136458333333332
2021-11-09T00:00:00Z,1.11
2021-11-10T00:00:00Z,1.0301666666666667
2021-11-11T00:00:00Z,0.958
2021-11-12T00:00:00Z,0.8545833333333334
2021-11-13T00:00:00Z,0.8075625
2021-11-14T00:00:00Z,0.69440625
2021-11-15T00:00:00Z,0.6408333333333334
2021-11-16T00:00:00Z,0.541375
2021-11-17T00:00:00Z,0.533
2021-11-18T00:00:00Z,0.49995833333333334
2021-11-19T00:00:00Z,0.43
2021-11-20T00:00:00Z,0.416
2021-11-21T00:00:00Z,0.416
2021-11-22T00:00:00Z,0.416
2021-11-23T00:00:00Z,0.416
2021-11-24T00:00:00Z,0.365
2021-11-25T00:00:00Z,0.365
2021-11-26T00:00:00Z,0.3434375
2021-11-27T00:00:00Z,0.35271875
2021-11-28T00:00:00Z,0.36265625
2021-11-29T00:00:00Z,0.32
2021-11-30T00:00:00Z,0.3841875
2021-12-01T00:00:00Z,1.9579583333333332
2021-12-02T00:00:00Z,2.558125
2021-12-03T00:00:00Z,2.1603125
2021-12-04T00:00:00Z,1.8708333333333333
2021-12-05T00:00:00Z,1.7375
2021-12-06T00:00:00Z,1.4516666666666667
2021-12-07T00:00:00Z,1.3257291666666666
2021-12-08T00:00:00Z,1.1977083333333334
2021-12-09T00:00:00Z,1.0916666666666666
2021-12-10T00:00:00Z,0.96325
2021-12-11T00:00:00Z,0.8713125
2021-12-12T00:00:00Z,0.812
2021-12-13T00:00:00Z,0.8363333333333334
2021-12-14T00:00:00Z,1.02015625
2021-12-15T00:00:00Z,1.1584375
2021-12-16T00:00:00Z,1.285
2021-12-17T00:00:00Z,1.3983333333333334
2021-12-18T00:00:00Z,1.41
2021-12-19T00:00:00Z,1.41
2021-12-20T00:00:00Z,1.28625
2021-12-21T00:00:00Z,1.1275
2021-12-22T00:00:00Z,1.0023333333333333
2021-12-23T00:00:00Z,0.958
2021-12-24T00:00:00Z,0.992
2021-12-25T00:00:00Z,0.9161770833333334
2021-12-26T00:00:00Z,0.812
2021-12-27T00:00:00Z,0.812
2021-12-28T00:00:00Z,0.9482291666666667
2021-12-29T00:00:00Z,1.8695833333333334
2021-12-30T00:00:00Z,3.120416666666667
2021-12-31T00:00:00Z,4.1346875
2022-01-01T00:00:00Z,3.1277083333333335
2022-01-02T00:00:00Z,2.408541666666667
2022-01-03T00:00:00Z,2.214583333333333
2022-01-04T00:00:00Z,3.6228125
2022-01-05T00:00:00Z,4.538958333333333
2022-01-06T00:00:00Z,3.5866666666666664
2022-01-07T00:00:00Z,2.8286458333333333
2022-01-08T00:00:00Z,2.19125
2022-01-09T00:00:00Z,1.8416666666666666
2022-01-10T00:00:00Z,1.5283333333333333
2022-01-11T00:00:00Z,1.31
2022-01-12T00:00:00Z,1.1914583333333333
2022-01-13T00:00:00Z,1.0925
2022-01-14T00:00:00Z,0.97825
2022-01-15T00:00:00Z,0.958
2022-01-16T00:00:00Z,0.8979270833333334
2022-01-17T00:00:00Z,0.8530625
2022-01-18T00:00:00Z,0.9138958333333334
2022-01-19T00:00:00Z,0.885
2022-01-20T00:00:00Z,0.9184583333333334
2022-01-21T00:00:00Z,0.8340520833333334
2022-01-22T00:00:00Z,0.9693645833333333
2022-01-23T00:00:00Z,1.0658333333333334
2022-01-24T00:00:00Z,1.1091666666666666
2022-01-25T00:00:00Z,1.11
2022-01-26T00:00:00Z,1.0891666666666666
2022-01-27T00:00:00Z,1.03
2022-01-28T00:00:00Z,0.9655
2022-01-29T00:00:00Z,0.9683125
2022-01-30T00:00:00Z,1.3669791666666666
2022-01-31T00:00:00Z,1.3915625
2022-02-01T00:00:00Z,1.4122916666666667
2022-02-02T00:00:00Z,1.8883333333333334
2022-02-03T00:00:00Z,1.7383333333333333
2022-02-04T00:00:00Z,2.0244791666666666
2022-02-05T00:00:00Z,2.4823958333333334
2022-02-06T00:00:00Z,2.8135416666666666
2022-02-07T00:00:00Z,3.2397916666666666
2022-02-08T00:00:00Z,2.680625
2022-02-09T00:00:00Z,2.6765625
2022-02-10T00:00:00Z,2.784479166666667
2022-02-11T00:00:00Z,2.696458333333333
2022-02-12T00:00:00Z,2.3548958333333334
2022-02-13T00:00:00Z,2.071458333333333
2022-02-14T00:00:00Z,1.7958333333333334
2022-02-15T00:00:00Z,1.5708333333333333
2022-02-16T00:00:00Z,1.9711458333333334
2022-02-17T00:00:00Z,6.6128125
2022-02-18T00:00:00Z,5.043854166666667
2022-02-19T00:00:00Z,3.6107291666666668
2022-02-20T00:00:00Z,2.9296875
2022-02-21T00:00:00Z,3.6811458333333333
2022-02-22T00:00:00Z,3.5825
2022-02-23T00:00:00Z,3.3790625
2022-02-24T00:00:00Z,2.9433333333333334
2022-02-25T00:00:00Z,2.4982291666666665
2022-02-26T00:00:00Z,2.0780208333333334
2022-02-27T00:00:00Z,1.7491666666666668
2022-02-28T00:00:00Z,1.5259375
2022-03-01T00:00:00Z,1.2733333333333334
2022-03-02T00:00:00Z,1.1340625
2022-03-03T00:00:00Z,1.0205
2022-03-04T00:00:00Z,0.9154166666666667
