phenomenonTime,Q_m³/s
2010-01-01T00:00:00Z,0.96
2010-01-02T00:00:00Z,1.86
2010-01-03T00:00:00Z,1.58
2010-01-04T00:00:00Z,1.46
2010-01-05T00:00:00Z,1.3
2010-01-06T00:00:00Z,1.46
2010-01-07T00:00:00Z,1.2
2010-01-08T00:00:00Z,0.99
2010-01-09T00:00:00Z,0.9
2010-01-10T00:00:00Z,0.9
2010-01-11T00:00:00Z,0.93
2010-01-12T00:00:00Z,0.93
2010-01-13T00:00:00Z,0.9
2010-01-14T00:00:00Z,0.84
2010-01-15T00:00:00Z,0.81
2010-01-16T00:00:00Z,0.78
2010-01-17T00:00:00Z,0.81
2010-01-18T00:00:00Z,0.99
2010-01-19T00:00:00Z,1.27
2010-01-20T00:00:00Z,1.82
2010-01-21T00:00:00Z,1.86
2010-01-22T00:00:00Z,1.54
2010-01-23T00:00:00Z,1.3
2010-01-24T00:00:00Z,1.17
2010-01-25T00:00:00Z,1.08
2010-01-26T00:00:00Z,0.93
2010-01-27T00:00:00Z,0.96
2010-01-28T00:00:00Z,1.02
2010-01-29T00:00:00Z,0.96
2010-01-30T00:00:00Z,0.93
2010-01-31T00:00:00Z,0.81
2010-02-01T00:00:00Z,0.81
2010-02-02T00:00:00Z,0.76
2010-02-03T00:00:00Z,0.84
2010-02-04T00:00:00Z,0.74
2010-02-05T00:00:00Z,0.72
2010-02-06T00:00:00Z,0.72
2010-02-07T00:00:00Z,0.7
2010-02-08T00:00:00Z,0.68
2010-02-09T00:00:00Z,0.66
2010-02-10T00:00:00Z,0.66
2010-02-11T00:00:00Z,0.6
2010-02-12T00:00:00Z,0.6
2010-02-13T00:00:00Z,0.6
2010-02-14T00:00:00Z,0.6
2010-02-15T00:00:00Z,0.6
2010-02-16T00:00:00Z,0.57
2010-02-17T00:00:00Z,0.54
2010-02-18T00:00:00Z,0.57
2010-02-19T00:00:00Z,0.57
2010-02-20T00:00:00Z,0.7
2010-02-21T00:00:00Z,0.66
2010-02-22T00:00:00Z,0.63
2010-02-23T00:00:00Z,1.02
2010-02-24T00:00:00Z,2.84
2010-02-25T00:00:00Z,3.26
2010-02-26T00:00:00Z,4.7
2010-02-27T00:00:00Z,5.02
2010-02-28T00:00:00Z,4.86
2010-03-01T00:00:00Z,4.7
