phenomenonTime,Q_m³/s
2019-09-05T00:00:00Z,0.089
2019-09-06T00:00:00Z,0.089
2019-09-07T00:00:00Z,0.089
2019-09-08T00:00:00Z,0.089
2019-09-09T00:00:00Z,0.089
2019-09-10T00:00:00Z,0.08317708333333333
2019-09-11T00:00:00Z,0.076
2019-09-12T00:00:00Z,0.076
2019-09-13T00:00:00Z,0.076
2019-09-14T00:00:00Z,0.06665625
2019-09-15T00:00:00Z,0.05601041666666667
2019-09-16T00:00:00Z,0.052
2019-09-17T00:00:00Z,0.056927083333333336
2019-09-18T00:00:00Z,0.063
2019-09-19T00:00:00Z,0.063
2019-09-20T00:00:00Z,0.063
2019-09-21T00:00:00Z,0.05784375
2019-09-22T00:00:00Z,0.052
2019-09-23T00:00:00Z,0.052
2019-09-24T00:00:00Z,0.052
2019-09-25T00:00:00Z,0.07761458333333333
2019-09-26T00:00:00Z,0.07969791666666666
2019-09-27T00:00:00Z,0.15235416666666668
2019-09-28T00:00:00Z,0.15022916666666666
2019-09-29T00:00:00Z,0.13014583333333332
2019-09-30T00:00:00Z,0.144625
2019-10-01T00:00:00Z,0.25233333333333335
2019-10-02T00:00:00Z,0.5741354166666667
2019-10-03T00:00:00Z,0.43183333333333335
2019-10-04T00:00:00Z,0.354625
2019-10-05T00:00:00Z,0.6857604166666667
2019-10-06T00:00:00Z,0.5805520833333333
2019-10-07T00:00:00Z,0.47809375
2019-10-08T00:00:00Z,0.5926354166666666
2019-10-09T00:00:00Z,1.2873958333333333
2019-10-10T00:00:00Z,1.1875
2019-10-11T00:00:00Z,1.0898125
2019-10-12T00:00:00Z,0.9131979166666667
2019-10-13T00:00:00Z,0.7631458333333333
2019-10-14T00:00:00Z,0.6087291666666667
2019-10-15T00:00:00Z,0.51978125
2019-10-16T00:00:00Z,0.52475
2019-10-17T00:00:00Z,0.492375
2019-10-18T00:00:00Z,0.488
2019-10-19T00:00:00Z,0.488
2019-10-20T00:00:00Z,0.47429166666666667
2019-10-21T00:00:00Z,0.44564583333333335
2019-10-22T00:00:00Z,0.41030208333333335
2019-10-23T00:00:00Z,0.3879166666666667
